universidad,grado,grupo,nota,año,convocatoria
Universidad Politécnica De Madrid,Ingenieria Telematica,Grupo 2,6.53,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria y Sistemas de Datos,Grupo 1,11.128,2025,ordinaria
Universidad Politécnica De Madrid,Ingenieria y Sistemas de Datos,Grupo 2,9.39,2025,ordinaria
Universidad Politécnica De Madrid,Matematicas E Informatica,Grupo 1,11.507,2025,ordinaria
Universidad Politécnica De Madrid,Matematicas E Informatica,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Sistemas de Informacion,Grupo 1,9.080,2025,ordinaria
Universidad Politécnica De Madrid,Sistemas de Informacion,Grupo 2,5.00,2025,ordinaria
Universidad Politécnica De Madrid,Tecnologias para la Sociedad de la Informacion,Grupo 1,8.190,2025,ordinaria
Universidad Politécnica De Madrid,Tecnologias para la Sociedad de la Informacion,Grupo 2,6.40,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia E Ingenieria de Datos,Grupo 1,10.403,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia E Ingenieria de Datos,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Desarrollo de Videojuegos,Grupo 1,9.489,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Desarrollo de Videojuegos,Grupo 2,7.11,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Desarrollo de Videojuegos,Grupo 1,9.404,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Desarrollo de Videojuegos,Grupo 2,6.32,2025,ordinaria
Universidad Rey Juan Carlos,Fundamentos de la Arquitectura,Grupo 1,10.428,2025,ordinaria
Universidad Rey Juan Carlos,Fundamentos de la Arquitectura,Grupo 2,8.22,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Aeroespacial,Grupo 1,12.114,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Aeroespacial,Grupo 2,9.07,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 1,7.848,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Ambiental,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Biomedica,Grupo 1,12.339,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Biomedica,Grupo 2,9.38,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Biomedica,Grupo 1,12.139,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Biomedica,Grupo 2,9.27,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Computadores,Grupo 1,9.186,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Computadores,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Ciberseguridad,Grupo 1,10.803,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Ciberseguridad,Grupo 2,7.43,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 1,10.040,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de la Energia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Materiales,Grupo 1,9.525,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Materiales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Robotica Software,Grupo 1,9.814,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria de Robotica Software,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,8.714,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,8.925,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,7.77,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,8.838,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,6.97,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,8.450,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,6.32,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,8.140,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,8.22,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,7.441,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,7.427,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,6.22,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 1,8.080,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 1,7.200,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 2,8.44,2025,ordinaria
Universidad Rey Juan Carlos,Ciencias de la Actividad Fisica y del Deporte,Grupo 1,10.625,2025,ordinaria
Universidad Rey Juan Carlos,Ciencias de la Actividad Fisica y del Deporte,Grupo 2,8.55,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 1,8.560,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 2,7.03,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 1,9.115,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 2,7.40,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Digital,Grupo 1,9.138,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Digital,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 1,8.300,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 2,6.65,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 1,8.288,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 1,7.920,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 2,7.77,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 1,9.039,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 1,10.087,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 2,8.60,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 1,10.461,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 2,8.00,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,9.166,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,7.90,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,8.889,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,8.44,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,8.723,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,8.59,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,8.111,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,9.09,2025,ordinaria
Universidad Rey Juan Carlos,Direccion y Gestion de Empresas en el Ambito Digital,Grupo 1,9.903,2025,ordinaria
Universidad Rey Juan Carlos,Direccion y Gestion de Empresas en el Ambito Digital,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,9.078,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,6.989,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,8.365,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,7.61,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,8.475,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,6.18,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 1,8.805,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 1,9.564,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 1,9.140,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 2,7.84,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 1,8.910,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 2,7.70,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 1,8.670,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Infantil,Grupo 2,9.53,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria y Educacion Primaria Mencion Educacion Fisica,Grupo 1,9.564,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria y Educacion Primaria Mencion Educacion Fisica,Grupo 2,8.51,2025,ordinaria
Universidad Rey Juan Carlos,"Educacion Primaria y Educacion Primaria Mencion Educacion Musical, Educacion Fisica, Ciencias y Matematicas",Grupo 1,9.750,2025,ordinaria
Universidad Rey Juan Carlos,"Educacion Primaria y Educacion Primaria Mencion Educacion Musical, Educacion Fisica, Ciencias y Matematicas",Grupo 2,8.62,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria y Educacion Primaria Mencion Lengua Extranjera Ingles,Grupo 1,8.524,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria y Educacion Primaria Mencion Lengua Extranjera Ingles,Grupo 2,8.48,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria,Grupo 1,9.014,2025,ordinaria
Universidad Rey Juan Carlos,Educacion Primaria,Grupo 2,9.48,2025,ordinaria
Universidad Rey Juan Carlos,Gastronomia,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Gastronomia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,"Inteligencia, Seguridad y Diplomacia",Grupo 1,7.303,2025,ordinaria
Universidad Rey Juan Carlos,"Inteligencia, Seguridad y Diplomacia",Grupo 2,6.14,2025,ordinaria
Universidad Rey Juan Carlos,Lengua de Signos Espanola y Comunidad Sorda,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Lengua de Signos Espanola y Comunidad Sorda,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Lengua de Signos Espanola y Comunidad Sorda,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Lengua de Signos Espanola y Comunidad Sorda,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,8.330,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,10.199,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.61,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,9.728,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,9.458,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,10.624,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,6.80,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,7.930,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,7.000,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,9.07,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,7.352,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,6.79,2025,ordinaria
Universidad Rey Juan Carlos,"Protocolo, Organizacion de Eventos y Com. Corporativa",Grupo 1,7.770,2025,ordinaria
Universidad Rey Juan Carlos,"Protocolo, Organizacion de Eventos y Com. Corporativa",Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,"Protocolo, Organizacion de Eventos y Com. Corporativa",Grupo 1,9.625,2025,ordinaria
Universidad Rey Juan Carlos,"Protocolo, Organizacion de Eventos y Com. Corporativa",Grupo 2,6.34,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 1,10.311,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 1,8.889,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 2,8.23,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 1,10.064,2025,ordinaria
Universidad Rey Juan Carlos,Publicidad y Relaciones Publicas,Grupo 2,6.76,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,10.116,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,10.992,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,10.632,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,6.78,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Recursos Humanos,Grupo 1,7.540,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Recursos Humanos,Grupo 2,8.02,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Recursos Humanos,Grupo 1,7.328,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Recursos Humanos,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Trabajo Social,Grupo 1,8.710,2025,ordinaria
Universidad Rey Juan Carlos,Trabajo Social,Grupo 2,7.36,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,5.000,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 1,12.014,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,12.014,2025,ordinaria
Universidad Rey Juan Carlos,Administracion y Direccion de Empresas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 1,11.685,2025,ordinaria
Universidad Rey Juan Carlos,Diseno Integral y Gestion de la Imagen,Grupo 1,11.685,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 2,7.27,2025,ordinaria
Universidad Rey Juan Carlos,Diseno Integral y Gestion de la Imagen,Grupo 2,7.27,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 1,8.461,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,8.461,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 2,6.33,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,6.33,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,8.903,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,8.903,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,7.72,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,7.72,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,9.937,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,9.937,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,8.189,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,8.189,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,10.025,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,10.025,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,6.87,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,6.87,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,8.775,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,8.775,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 1,10.164,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,10.164,2025,ordinaria
Universidad Rey Juan Carlos,Ciencia Politica y Gestion Publica,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 1,10.161,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 1,10.161,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Marketing,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 1,6.431,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 1,6.431,2025,ordinaria
Universidad Rey Juan Carlos,"Ciencia, Gestion E Ingenieria de Servicios",Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Turismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 1,8.339,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 1,8.339,2025,ordinaria
Universidad Rey Juan Carlos,Comunicacion Audiovisual,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 1,9.389,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Rr.Hh.,Grupo 1,9.389,2025,ordinaria
Universidad Rey Juan Carlos,Contabilidad y Finanzas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Rr.Hh.,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 1,12.433,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,12.433,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 2,6.46,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,6.46,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 1,10.867,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 1,10.867,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 2,7.45,2025,ordinaria
Universidad Rey Juan Carlos,Ingenieria Informatica,Grupo 2,7.45,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 1,12.314,2025,ordinaria
Universidad Rey Juan Carlos,Psicologia,Grupo 1,12.314,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 2,9.33,2025,ordinaria
Universidad Rey Juan Carlos,Psicologia,Grupo 2,9.33,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 1,10.500,2025,ordinaria
Universidad Rey Juan Carlos,Trabajo Social,Grupo 1,10.500,2025,ordinaria
Universidad Rey Juan Carlos,Criminologia,Grupo 2,7.78,2025,ordinaria
Universidad Rey Juan Carlos,Trabajo Social,Grupo 2,7.78,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,11.378,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,11.378,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,13.161,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,13.161,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,7.79,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,7.79,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,13.061,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 1,13.061,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Internacionales,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,9.025,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Recursos Humanos,Grupo 1,9.025,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,7.66,2025,ordinaria
Universidad Rey Juan Carlos,Relaciones Laborales y Recursos Humanos,Grupo 2,7.66,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,12.330,2025,ordinaria
Universidad Rey Juan Carlos,Relac. Internac.,Grupo 1,12.330,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,6.38,2025,ordinaria
Universidad Rey Juan Carlos,Relac. Internac.,Grupo 2,6.38,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Desarrollo de Videojuegos,Grupo 1,11.102,2025,ordinaria
Universidad Rey Juan Carlos,Ing. de Computadores,Grupo 1,11.102,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Desarrollo de Videojuegos,Grupo 2,6.70,2025,ordinaria
Universidad Rey Juan Carlos,Ing. de Computadores,Grupo 2,6.70,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Gestion de Moda,Grupo 1,11.503,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 1,11.503,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Gestion de Moda,Grupo 2,6.24,2025,ordinaria
Universidad Rey Juan Carlos,Bellas Artes,Grupo 2,6.24,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Gestion de Moda,Grupo 1,10.690,2025,ordinaria
Universidad Rey Juan Carlos,Diseno Integral y Gest de la Imagen,Grupo 1,10.690,2025,ordinaria
Universidad Rey Juan Carlos,Diseno y Gestion de Moda,Grupo 2,8.31,2025,ordinaria
Universidad Rey Juan Carlos,Diseno Integral y Gest de la Imagen,Grupo 2,8.31,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,10.475,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,10.475,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,11.078,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,11.078,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,11.728,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 1,11.728,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Derecho,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,6.689,2025,ordinaria
Universidad Rey Juan Carlos,Historia,Grupo 1,6.689,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Historia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,12.489,2025,ordinaria
Universidad Rey Juan Carlos,Matematicas,Grupo 1,12.489,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Matematicas,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,10.403,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 1,10.403,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Periodismo,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 1,11.153,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 1,11.153,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 1,11.287,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 1,11.287,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Ade,Grupo 2,5.00,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 1,10.036,2025,ordinaria
Universidad Rey Juan Carlos,Economia,Grupo 1,10.036,2025,ordinaria
Universidad Rey Juan Carlos,Economia Financiera y Actuarial,Grupo 2,5.00,2025,ordinaria
